Полный адрес,Адрес ТП,Источник теплоснабжения,Балансодержатель,UNOM,ЦТП,Вид ТП,№ ОДС,geoData,geodata_center,id_administration,id_Municipal,ID ODS
"город Москва, Новогиреевская улица, дом 6","Новогиреевская ул., д.6",ТЭЦ №22,ПАО «МОЭК»,2504321.0,04-03-0209/183,ИТП,,"{coordinates=[[[37.790349935, 55.763289651], [37.790701938, 55.763372452], [37.790871738, 55.763159601], [37.790491585, 55.763067912], [37.790333296, 55.763286016], [37.790349935, 55.763289651]]], type=Polygon}","{coordinates=[37.790600242, 55.763222808], type=Point}",1.0,15.0,
"город Москва, Новогиреевская улица, дом 6А","Новогиреевская ул., д.6А",ТЭЦ №22,ПАО «МОЭК»,2601314.0,05-07-0209/193,ИТП,,"{coordinates=[[[37.789367161, 55.763454417], [37.789769659, 55.763553256], [37.789856439, 55.76344042], [37.789722376, 55.763406965], [37.789749674, 55.763371782], [37.789770581, 55.763376942], [37.789810819, 55.763325022], [37.789845769, 55.763333473], [37.789893105, 55.763272195], [37.789858308, 55.763262936], [37.789898867, 55.763211375], [37.78987812, 55.763206305], [37.789905572, 55.763170493], [37.790037398, 55.763202965], [37.790123392, 55.763091748], [37.789720907, 55.762994078], [37.789634435, 55.763105565], [37.789765623, 55.763138039], [37.789738963, 55.763173311], [37.789718057, 55.76316833], [37.789677339, 55.763219892], [37.78964335, 55.763212158], [37.789595852, 55.763273166], [37.789630166, 55.763281707], [37.789590887, 55.763333984], [37.789612113, 55.763339233], [37.789584816, 55.763374685], [37.789450615, 55.763344104], [37.789367161, 55.763454417]]], type=Polygon}","{coordinates=[37.789751033, 55.763277436], type=Point}",1.0,15.0,
"город Москва, Новокосинская улица, дом 12Б","Новокосинская ул., д.10, корп.2, стр.1",РТС Перово,ПАО «МОЭК»,2400662.0,04-09-302,ЦТП,,"{coordinates=[[[37.858025259, 55.735352999], [37.857693214, 55.735187995], [37.857563571, 55.735270788], [37.857668675, 55.735323236], [37.857620421, 55.735353892], [37.857596558, 55.735341985], [37.857527717, 55.735385813], [37.857499293, 55.735371638], [37.857414348, 55.735425785], [37.857437712, 55.735437409], [37.857374405, 55.735477802], [37.857395204, 55.735488007], [37.857349487, 55.735517226], [37.857243385, 55.735464495], [37.857106201, 55.735552154], [37.857443341, 55.735719996], [37.857581517, 55.735631762], [37.857477442, 55.73557988], [37.857523161, 55.735550657], [37.857540435, 55.735559448], [37.857602227, 55.735519916], [37.85762712, 55.735532391], [37.85771253, 55.735477957], [37.857684604, 55.735463781], [37.857751929, 55.735420807], [37.857735187, 55.735412305], [37.857782912, 55.735381649], [37.857895636, 55.735437787], [37.858025259, 55.735352999]]], type=Polygon}","{coordinates=[37.857560858, 55.735450784], type=Point}",1.0,11.0,
"город Москва, Новокосинская улица, дом 14, корпус 7","Новокосинская ул., д.14, корп.7, стр.1",РТС Перово,ПАО «МОЭК»,240035.0,04-09-309,ЦТП,,"{coordinates=[[[37.857296824, 55.738430481], [37.857331264, 55.738436129], [37.857329467, 55.738448619], [37.857388126, 55.738456442], [37.857382222, 55.738472447], [37.85749957, 55.738491506], [37.857505663, 55.738478914], [37.857560352, 55.738487916], [37.857556307, 55.738498167], [37.857657555, 55.738515028], [37.857687419, 55.738455571], [37.857851325, 55.738482488], [37.857843352, 55.738498499], [37.85793663, 55.738514215], [37.85797231, 55.738446747], [37.857958121, 55.738444543], [37.85796809, 55.738420533], [37.85798228, 55.738422827], [37.857992184, 55.738409056], [37.858023906, 55.738343935], [37.857997607, 55.738340599], [37.858013543, 55.738307499], [37.857987233, 55.738302995], [37.858012968, 55.738244718], [37.857850983, 55.738218963], [37.857833148, 55.738253236], [37.857810829, 55.738249888], [37.857733393, 55.73839957], [37.857609848, 55.738381697], [37.857619679, 55.738359932], [37.857407114, 55.738321839], [37.857397241, 55.738338933], [37.857342563, 55.738331099], [37.857296824, 55.738430481]]], type=Polygon}","{coordinates=[37.857469524, 55.738370815], type=Point}",1.0,11.0,
"город Москва, Новокосинская улица, дом 15Б","Новокосинская ул., д.15, корп.1, стр.1",РТС Перово,ПАО «МОЭК»,4200048.0,04-09-217,ЦТП,,"{coordinates=[[[37.852419384, 55.739314293], [37.852560069, 55.739222632], [37.85245853, 55.739172734], [37.852506822, 55.739145221], [37.85251899, 55.739149748], [37.852575282, 55.739113085], [37.852599619, 55.739122141], [37.852675978, 55.739069449], [37.852659727, 55.739060372], [37.85272397, 55.739012279], [37.852703657, 55.73900093], [37.852747884, 55.738971143], [37.852849402, 55.73901876], [37.852986045, 55.738927111], [37.852648998, 55.738770665], [37.852516378, 55.738860022], [37.852630065, 55.738912165], [37.852581844, 55.738944245], [37.85256154, 55.738937457], [37.852497256, 55.73898099], [37.852464765, 55.738967395], [37.852384347, 55.739018384], [37.85241584, 55.739034833], [37.85235656, 55.73907493], [37.852376873, 55.739086278], [37.852332657, 55.739113781], [37.852226059, 55.739065038], [37.852082335, 55.739157846], [37.852419384, 55.739314293]]], type=Polygon}","{coordinates=[37.852536873, 55.739047603], type=Point}",1.0,11.0,
"город Москва, Новокосинская улица, дом 17Б","Новокосинская ул., д.17, корп.5, стр.1",РТС Перово,ПАО «МОЭК»,4000002.0,04-09-216,ЦТП,,"{coordinates=[[[37.855060929, 55.740084639], [37.855211758, 55.739994086], [37.854880686, 55.739829643], [37.854739949, 55.739919021], [37.854845556, 55.73997119], [37.85479533, 55.740004416], [37.854770971, 55.739993079], [37.854708669, 55.740035463], [37.854678206, 55.740023003], [37.854593762, 55.740075717], [37.854618171, 55.740089338], [37.854559867, 55.740127144], [37.854582214, 55.740139631], [37.854529912, 55.740167157], [37.854428317, 55.740114981], [37.854275493, 55.740205537], [37.854606567, 55.740369983], [37.854757339, 55.74027601], [37.854651761, 55.740227266], [37.85469801, 55.740197468], [37.854718304, 55.74020654], [37.854728358, 55.74020081], [37.85477865, 55.740171], [37.854794891, 55.740178944], [37.854881336, 55.740123935], [37.854865073, 55.740113719], [37.85493344, 55.740074735], [37.85490501, 55.74005999], [37.854955322, 55.740032469], [37.855060929, 55.740084639]]], type=Polygon}","{coordinates=[37.854742911, 55.740101529], type=Point}",1.0,11.0,
"город Москва, Новокосинская улица, дом 42А","Новокосинская ул., д.40, стр.1",РТС Перово,ПАО «МОЭК»,2122191.0,04-09-505,ЦТП,,"{coordinates=[[[37.873503306, 55.741784329], [37.873669083, 55.741780974], [37.873676805, 55.741902433], [37.874460704, 55.741886644], [37.874452964, 55.741763763], [37.874624806, 55.741760388], [37.874600964, 55.741381753], [37.874428597, 55.741385129], [37.874425053, 55.7413301], [37.87364467, 55.741344738], [37.873648279, 55.741403468], [37.873479456, 55.741406841], [37.873503306, 55.741784329]], [[37.873770913, 55.741753859], [37.873750092, 55.741426543], [37.874336927, 55.741417914], [37.874357726, 55.741742091], [37.874255125, 55.741744114], [37.874252582, 55.74168966], [37.873864394, 55.741695403], [37.873866952, 55.741751857], [37.873770913, 55.741753859]]], type=Polygon}","{coordinates=[37.873623737, 55.741558101], type=Point}",1.0,11.0,
"город Москва, Новосибирская улица, дом 11А","Федеративный просп., д.31А, стр.7",ТЭЦ №22,ПАО «МОЭК»,2600063.0,04-04-0223/049,ИТП,,"{coordinates=[[[37.817500171, 55.815866005], [37.817495077, 55.816042763], [37.818237398, 55.816056343], [37.818247578, 55.815879639], [37.817500171, 55.815866005]]], type=Polygon}","{coordinates=[37.817870153, 55.815961201], type=Point}",1.0,2.0,
"город Москва, Окружной проезд, дом 15А","Окружной пр., д.15А",ТЭЦ №23,ПАО «МОЭК»,2136872.0,04-02-0609/068,ИТП,,"{coordinates=[[[37.741024037, 55.789023314], [37.74103375, 55.788954853], [37.740599883, 55.78893545], [37.740563429, 55.788933811], [37.74055422, 55.789000561], [37.740501571, 55.788998093], [37.740475794, 55.789167541], [37.740998262, 55.789192753], [37.741024037, 55.789023314]]], type=Polygon}","{coordinates=[37.740749916, 55.789095427], type=Point}",1.0,8.0,
"город Москва, 8-я улица Соколиной Горы, дом 28","Окружной пр., д.34, корп.1, стр.2",ТЭЦ №11,ПАО «МОЭК»,2115920.0,04-02-0409/130,ЦТП,,"{coordinates=[[[37.743593276, 55.769872936], [37.743599264, 55.769838497], [37.744012241, 55.769861237], [37.744020853, 55.769811551], [37.744081738, 55.769814843], [37.74408789, 55.769779533], [37.744027005, 55.769776151], [37.744034539, 55.769732395], [37.743888065, 55.769724333], [37.743894521, 55.769686597], [37.743868701, 55.769685121], [37.743862085, 55.769722857], [37.743757689, 55.769717136], [37.743762457, 55.769689733], [37.7437046, 55.769686524], [37.743699991, 55.769713928], [37.743619821, 55.769709506], [37.743624279, 55.76968345], [37.743605472, 55.76968241], [37.743600854, 55.769708466], [37.743485301, 55.769702138], [37.743490071, 55.769674914], [37.743432214, 55.769671705], [37.743427445, 55.769698929], [37.743156173, 55.769684018], [37.743133713, 55.76981286], [37.743545395, 55.76983553], [37.743539404, 55.769869989], [37.743593276, 55.769872936]]], type=Polygon}","{coordinates=[37.743587349, 55.769754273], type=Point}",1.0,8.0,
"город Москва, Открытое шоссе, дом 1, корпус 17","Открытое шоссе, д.1, корп.17",КТС-42,ПАО «МОЭК»,2404518.0,04-01-001,ИТП,,"{coordinates=[[[37.724095457, 55.809108364], [37.724250374, 55.809023686], [37.724151147, 55.808965521], [37.724199696, 55.808938484], [37.724215958, 55.808948057], [37.724288843, 55.808908519], [37.724315292, 55.808924039], [37.724400794, 55.808877178], [37.724374292, 55.808861624], [37.724447189, 55.808821831], [37.724429978, 55.808812084], [37.724479299, 55.808785376], [37.724579877, 55.808843627], [37.724730284, 55.808758812], [37.724429564, 55.808581981], [37.724274933, 55.808666632], [37.724375497, 55.808725136], [37.724326158, 55.808752161], [37.72430963, 55.808742298], [37.72423668, 55.808781993], [37.724210614, 55.808766701], [37.724124055, 55.80881326], [37.724151193, 55.808828537], [37.724078682, 55.808868495], [37.724095677, 55.808878048], [37.724046129, 55.808904752], [37.723945934, 55.808846793], [37.723790048, 55.808931677], [37.724095457, 55.809108364]]], type=Polygon}","{coordinates=[37.724262649, 55.80884521], type=Point}",1.0,1.0,
"город Москва, Открытое шоссе, дом 23Б","Открытое шоссе, д.19А",ТЭЦ №23,ПАО «МОЭК»,2109262.0,04-01-0605/005,ЦТП,,"{coordinates=[[[37.753321181, 55.825393996], [37.753519647, 55.825393081], [37.753902626, 55.82539229], [37.75420455, 55.825391667], [37.754204111, 55.825324376], [37.754037949, 55.825324719], [37.754036834, 55.825153614], [37.753832173, 55.825154037], [37.75383304, 55.825287497], [37.753537195, 55.825288107], [37.753537511, 55.825154649], [37.75331948, 55.825155094], [37.75332032, 55.825283993], [37.75332057, 55.825322778], [37.753321181, 55.825393996]]], type=Polygon}","{coordinates=[37.753428628, 55.825219543], type=Point}",1.0,4.0,
"город Москва, Открытое шоссе, дом 23","Открытое шоссе, д.21, корп.12, стр.2",ТЭЦ №23,ПАО «МОЭК»,2109253.0,04-01-0605/002,ЦТП,,"{coordinates=[[[37.754509734, 55.826510882], [37.754558368, 55.826511079], [37.754558444, 55.826444068], [37.7546628, 55.826444694], [37.754663186, 55.826269884], [37.754459027, 55.826269746], [37.754458883, 55.826402628], [37.754240528, 55.82640222], [37.754241205, 55.826274178], [37.754039587, 55.826274033], [37.754039367, 55.826395514], [37.753825063, 55.826395377], [37.753825255, 55.826269336], [37.753628189, 55.82626918], [37.753627813, 55.82644627], [37.753526499, 55.826446196], [37.753493078, 55.826445867], [37.753493495, 55.826509926], [37.753526913, 55.826509785], [37.753873432, 55.826510214], [37.754183489, 55.826510714], [37.754509734, 55.826510882]]], type=Polygon}","{coordinates=[37.754561, 55.826334777], type=Point}",1.0,4.0,
"город Москва, Открытое шоссе, дом 24, корпус 7","Открытое шоссе, д.24, корп.2, стр.1",ТЭЦ №23,ПАО «МОЭК»,2400449.0,04-01-0612/032,ЦТП,,"{coordinates=[[[37.753830877, 55.819898129], [37.753729953, 55.819957928], [37.753703017, 55.81994374], [37.753566786, 55.820024715], [37.753604903, 55.82004516], [37.75350649, 55.820103455], [37.753485164, 55.820091912], [37.753473439, 55.820085358], [37.753398549, 55.820128659], [37.753485715, 55.82017632], [37.753539089, 55.820205001], [37.753601609, 55.820238238], [37.753632883, 55.820219911], [37.753786393, 55.820301728], [37.753766216, 55.82031375], [37.7539802, 55.820427948], [37.754061942, 55.820379573], [37.754027892, 55.820361399], [37.754124765, 55.820303889], [37.75414917, 55.820316662], [37.754291965, 55.820231953], [37.754265013, 55.820217764], [37.75436291, 55.820159673], [37.754385267, 55.82017159], [37.754450357, 55.820132967], [37.754235358, 55.820018194], [37.754207608, 55.820034514], [37.754055628, 55.819953274], [37.754072778, 55.819943257], [37.75387454, 55.819837289], [37.75379986, 55.81988165], [37.753830877, 55.819898129]]], type=Polygon}","{coordinates=[37.753924405, 55.820130813], type=Point}",1.0,4.0,
"город Москва, Открытое шоссе, дом 24","Открытое шоссе, д.24",ТЭЦ №23,ПАО «МОЭК»,2109239.0,04-01-0605/026,ЦТП,,"{coordinates=[[[37.756626534, 55.821999996], [37.756560444, 55.822040622], [37.756664642, 55.822094593], [37.756727195, 55.822056255], [37.756740921, 55.822063348], [37.756842827, 55.822000965], [37.757044137, 55.821877644], [37.757123338, 55.821828991], [37.757111146, 55.821822755], [37.757179251, 55.821780966], [37.757069455, 55.821723885], [37.757007398, 55.821761661], [37.757021124, 55.821768755], [37.756891457, 55.821848019], [37.756812678, 55.821807116], [37.756627672, 55.821711406], [37.75650204, 55.82178838], [37.756769907, 55.821926985], [37.756639744, 55.822006811], [37.756626534, 55.821999996]]], type=Polygon}","{coordinates=[37.756863047, 55.821902315], type=Point}",1.0,4.0,
"город Москва, Открытое шоссе, дом 31А","Открытое шоссе, д.29, корп.4, стр.1",ТЭЦ №23,ПАО «МОЭК»,2114448.0,04-01-0605/001,ЦТП,,"{coordinates=[[[37.761211966, 55.829957936], [37.761112669, 55.829958147], [37.761011316, 55.829958362], [37.760668821, 55.829958509], [37.760316197, 55.829958695], [37.760125708, 55.829959098], [37.760126244, 55.830114224], [37.760241748, 55.830113979], [37.760241436, 55.830067493], [37.76027438, 55.830067422], [37.760316923, 55.830067332], [37.760635107, 55.83006694], [37.761007986, 55.830066447], [37.761112865, 55.830066506], [37.761113148, 55.830108711], [37.761212446, 55.8301085], [37.761211966, 55.829957936]]], type=Polygon}","{coordinates=[37.760669017, 55.830012772], type=Point}",1.0,4.0,
"город Москва, Открытое шоссе, дом 5","Открытое шоссе, д.5",КТС-28,ПАО «МОЭК»,2404520.0,04-01-003,ИТП,,"{coordinates=[[[37.732566126, 55.813572842], [37.73253972, 55.813557035], [37.732453933, 55.8136044], [37.732480088, 55.813620032], [37.732408094, 55.813659416], [37.732425496, 55.8136698], [37.732376397, 55.813696105], [37.732275529, 55.81363787], [37.732120407, 55.813723132], [37.732426249, 55.813899925], [37.732581316, 55.813814575], [37.73248077, 55.813756378], [37.732529296, 55.813729589], [37.73254604, 55.813739206], [37.732618463, 55.813699561], [37.73264513, 55.813714967], [37.732731591, 55.81366765], [37.732704736, 55.813652545], [37.732777011, 55.813612589], [37.732758901, 55.813602589], [37.732808337, 55.813576087], [37.732909246, 55.813634212], [37.733064354, 55.813549238], [37.732759062, 55.81337256], [37.732603716, 55.813457549], [37.732705107, 55.813516681], [37.732655241, 55.813543192], [37.73263833, 55.81353278], [37.732566126, 55.813572842]]], type=Polygon}","{coordinates=[37.732592706, 55.813636041], type=Point}",1.0,1.0,
"город Москва, Открытое шоссе, дом 6, корпус 12","Открытое шоссе, д.6, корп.12",ТЭЦ №23,ПАО «МОЭК»,2402904.0,04-01-0614/033,ИТП,,"{coordinates=[[[37.7353705, 55.809139224], [37.735131514, 55.809141962], [37.735134492, 55.80921752], [37.735069689, 55.809218214], [37.735070934, 55.809256717], [37.735135737, 55.809256023], [37.73513997, 55.809368934], [37.735141181, 55.809402017], [37.735144214, 55.809486416], [37.735146589, 55.809544591], [37.735110641, 55.80954466], [37.735109871, 55.809584868], [37.735035442, 55.80958586], [37.735037832, 55.809646316], [37.735150233, 55.80964496], [37.735150863, 55.809664352], [37.735389868, 55.809661615], [37.735382618, 55.809467137], [37.735443374, 55.80946645], [37.735439083, 55.809343838], [37.735378327, 55.809344525], [37.7353705, 55.809139224]]], type=Polygon}","{coordinates=[37.735290558, 55.809385476], type=Point}",1.0,1.0,
"город Москва, Вешняковская улица, дом 23, строение 9","Вешняковская ул., д.23, стр.14",ТЭЦ №22,ПАО «МОЭК»,2501361.0,04-04-0212/061,ЦТП,,"{coordinates=[[[37.836206718, 55.731626703], [37.83621598, 55.731763844], [37.836314511, 55.731761577], [37.836320898, 55.731857093], [37.836379521, 55.731855792], [37.836380663, 55.731872902], [37.836452432, 55.731871281], [37.836451263, 55.731854456], [37.836533134, 55.73185252], [37.836530793, 55.731815456], [37.836618201, 55.731813506], [37.836614141, 55.731753631], [37.837080512, 55.731743511], [37.837071266, 55.731608651], [37.836594297, 55.731619081], [37.836591349, 55.731572606], [37.836481221, 55.731574907], [37.836484132, 55.731620523], [37.836206718, 55.731626703]]], type=Polygon}","{coordinates=[37.836643585, 55.731685107], type=Point}",1.0,5.0,
"город Москва, Первомайская улица, дом 111","Первомайская ул., д.111",ТЭЦ №23,ПАО «МОЭК»,2115777.0,04-07-0604/043,ИТП,,"{coordinates=[[[37.814572068, 55.793836758], [37.814381702, 55.793834395], [37.814379555, 55.793881168], [37.814337546, 55.793880706], [37.81433683, 55.793919494], [37.814377336, 55.79391882], [37.81437296, 55.794005517], [37.814463086, 55.794006997], [37.814462275, 55.794033804], [37.814512905, 55.794033674], [37.814514719, 55.794007725], [37.81458862, 55.794008956], [37.814587786, 55.794028922], [37.814859127, 55.794032787], [37.814860006, 55.794014541], [37.814903063, 55.794015039], [37.814902205, 55.794040991], [37.814945726, 55.794041566], [37.814947898, 55.794015927], [37.814972895, 55.794015962], [37.815075673, 55.794018549], [37.81508235, 55.793842872], [37.814887934, 55.79384051], [37.814800857, 55.793839249], [37.814800674, 55.793806314], [37.814665061, 55.793805132], [37.814663285, 55.793837688], [37.814572068, 55.793836758]]], type=Polygon}","{coordinates=[37.814726467, 55.793962505], type=Point}",1.0,14.0,
"город Москва, Первомайская улица, дом 17А","Первомайская ул., д.17А",ТЭЦ №23,ПАО «МОЭК»,2600680.0,04-05-0602/056,ИТП,,"{coordinates=[[[37.778862755, 55.793226437], [37.778882419, 55.793179144], [37.778931313, 55.79318542], [37.77896132, 55.79310404], [37.778915724, 55.793097221], [37.77894616, 55.793024527], [37.778851158, 55.79301068], [37.778847083, 55.793019482], [37.778825298, 55.793015766], [37.778834832, 55.792995712], [37.77878949, 55.792989268], [37.778783663, 55.793002666], [37.778710824, 55.792992194], [37.778717214, 55.792977383], [37.77864539, 55.792966606], [37.778639184, 55.792980344], [37.778584189, 55.79297229], [37.778576917, 55.792988496], [37.778312099, 55.792948778], [37.778323119, 55.792921948], [37.778235364, 55.792910662], [37.778222338, 55.792941714], [37.778173445, 55.792935436], [37.778177336, 55.792927708], [37.778064931, 55.792910745], [37.77806876, 55.792903374], [37.777980557, 55.79289098], [37.777987583, 55.792876205], [37.777766458, 55.792843201], [37.777772694, 55.792829284], [37.77773929, 55.792824212], [37.777724646, 55.792855357], [37.777593445, 55.792835924], [37.777566244, 55.792897244], [37.777527506, 55.792891521], [37.777491967, 55.792971515], [37.77753007, 55.792977205], [37.777510978, 55.793024891], [37.777611816, 55.793038335], [37.777606306, 55.79305175], [37.777708924, 55.793066014], [37.777718879, 55.793041652], [37.77770078, 55.793038859], [37.77770967, 55.793016966], [37.777825884, 55.793034137], [37.777819862, 55.793046802], [37.777904708, 55.793060096], [37.777896434, 55.793078414], [37.777916498, 55.793080952], [37.777908224, 55.793099269], [37.778057851, 55.793123317], [37.778041794, 55.793157092], [37.778279832, 55.793196071], [37.77829249, 55.793167164], [37.778371236, 55.79317868], [37.778365602, 55.79319281], [37.778397512, 55.793197259], [37.778403749, 55.793183341], [37.778446295, 55.793189274], [37.778452933, 55.793173031], [37.778476683, 55.793176494], [37.778490857, 55.793146226], [37.778669755, 55.793173313], [37.778658417, 55.793200127], [37.778862755, 55.793226437]]], type=Polygon}","{coordinates=[37.778369334, 55.793029514], type=Point}",1.0,7.0,
"город Москва, Первомайская улица, дом 3А","Первомайская ул., д.3А",ТЭЦ №23,ПАО «МОЭК»,2600899.0,04-05-0604/035,ИТП,,"{coordinates=[[[37.772046598, 55.791986622], [37.77214601, 55.79198866], [37.772146309, 55.792003765], [37.772119499, 55.792003934], [37.77211718, 55.792039837], [37.772210904, 55.79204104], [37.772213813, 55.792005868], [37.77218962, 55.792005012], [37.772190617, 55.791989574], [37.772242873, 55.791990646], [37.772241156, 55.792017214], [37.772540714, 55.792022635], [37.772542336, 55.791997503], [37.772593294, 55.791998907], [37.772593004, 55.792013281], [37.772565577, 55.792013078], [37.772562553, 55.792050045], [37.772653656, 55.792052272], [37.772657295, 55.792015677], [37.772628666, 55.792014372], [37.772630277, 55.791999306], [37.772741136, 55.792001937], [37.772743016, 55.791933311], [37.772763453, 55.79193301], [37.772766143, 55.791891363], [37.772745796, 55.791890228], [37.772746609, 55.791877661], [37.772543301, 55.791873854], [37.772545005, 55.791857352], [37.772575617, 55.79185762], [37.772576638, 55.79182205], [37.772487422, 55.791820221], [37.772483874, 55.79185538], [37.772508045, 55.791856594], [37.772508299, 55.791872417], [37.772460481, 55.791871797], [37.772462533, 55.791849909], [37.772346507, 55.79184825], [37.772344548, 55.791868701], [37.772298028, 55.791867748], [37.772298933, 55.791853746], [37.772323808, 55.791853896], [37.772324239, 55.791817595], [37.772237549, 55.791816177], [37.772235254, 55.791851721], [37.772260744, 55.791852244], [37.772259133, 55.79186731], [37.7720533, 55.791863091], [37.772047145, 55.791928753], [37.772022268, 55.791928602], [37.772018895, 55.791970955], [37.772046958, 55.79197117], [37.772046598, 55.791986622]]], type=Polygon}","{coordinates=[37.772381447, 55.791952133], type=Point}",1.0,7.0,
"город Москва, Первомайская улица, дом 54","Первомайская ул., д.52",ТЭЦ №23,ПАО «МОЭК»,2116324.0,04-05-0604/111,ЦТП,,"{coordinates=[[[37.792293793, 55.792747931], [37.792694711, 55.79275524], [37.79270099, 55.792645725], [37.792142091, 55.792635643], [37.792135844, 55.792745167], [37.792293793, 55.792747931]]], type=Polygon}","{coordinates=[37.79241841, 55.792695446], type=Point}",1.0,7.0,
"город Москва, Перовская улица, дом 42А","Перовская ул., д.42А",ТЭЦ №22,ПАО «МОЭК»,2600975.0,04-03-0221/060,ИТП,,"{coordinates=[[[37.779569545, 55.743782452], [37.779712819, 55.743759836], [37.779721836, 55.743775258], [37.779703119, 55.743778489], [37.779719893, 55.743810367], [37.779799461, 55.743798257], [37.77978153, 55.743766446], [37.779765349, 55.743769225], [37.779755685, 55.743752702], [37.77980746, 55.743744584], [37.779819869, 55.743767462], [37.780098697, 55.743722822], [37.780085333, 55.743698184], [37.780137489, 55.74369008], [37.78014465, 55.743705005], [37.780124717, 55.743708841], [37.780141732, 55.743742023], [37.78021956, 55.743730067], [37.780201713, 55.743697504], [37.780180707, 55.743700654], [37.780171924, 55.743683082], [37.78027776, 55.743666926], [37.780217241, 55.743549136], [37.78003115, 55.743578458], [37.780020557, 55.74355996], [37.780038084, 55.743557119], [37.780020048, 55.743526276], [37.779946792, 55.74353839], [37.7799634, 55.743568321], [37.779978593, 55.743565831], [37.77998914, 55.743584759], [37.779943152, 55.743592432], [37.779931581, 55.743572388], [37.779825605, 55.743589834], [37.779835769, 55.743608749], [37.779789759, 55.743616637], [37.779780977, 55.743599065], [37.779798576, 55.74359558], [37.779781706, 55.743564561], [37.779703783, 55.743577376], [37.779718771, 55.743608113], [37.779736275, 55.743605487], [37.779747631, 55.743624012], [37.779504644, 55.743662783], [37.779569545, 55.743782452]]], type=Polygon}","{coordinates=[37.779868057, 55.743675004], type=Point}",1.0,15.0,
"город Москва, Перовская улица, дом 42Б","Перовская ул., д.42Б",ТЭЦ №22,ПАО «МОЭК»,2600609.0,04-03-0221/059,ИТП,,"{coordinates=[[[37.779819648, 55.743191239], [37.780029603, 55.743160594], [37.779976431, 55.743052556], [37.780045685, 55.743042028], [37.780051984, 55.743054334], [37.780145245, 55.743041191], [37.780154891, 55.743064836], [37.780273014, 55.743048246], [37.780261844, 55.743024548], [37.78035663, 55.743011459], [37.780350519, 55.742997434], [37.780426632, 55.742987145], [37.780462908, 55.743060925], [37.780669529, 55.743032752], [37.780555925, 55.742799159], [37.780353877, 55.742827492], [37.780395739, 55.742913121], [37.780311099, 55.742924407], [37.780304273, 55.742909925], [37.780214203, 55.742921884], [37.780201124, 55.742894667], [37.780092431, 55.742908996], [37.780104796, 55.742935757], [37.780008534, 55.742948363], [37.780014691, 55.742961958], [37.779939293, 55.742972703], [37.779895956, 55.742886591], [37.779687905, 55.742913849], [37.779819648, 55.743191239]]], type=Polygon}","{coordinates=[37.780056867, 55.742992289], type=Point}",1.0,15.0,
"город Москва, Перовская улица, дом 44А","Перовская ул., д.44А",ТЭЦ №22,ПАО «МОЭК»,2122202.0,04-04-0221/010,ИТП,,"{coordinates=[[[37.781768057, 55.743201067], [37.781836018, 55.743351806], [37.781861467, 55.743348155], [37.781985175, 55.743611935], [37.782125133, 55.743590056], [37.782084669, 55.743498984], [37.782007792, 55.743326262], [37.782001294, 55.743308314], [37.782345653, 55.743259022], [37.782362759, 55.743295255], [37.782419398, 55.743287252], [37.782411857, 55.743270839], [37.78252475, 55.743255017], [37.782446424, 55.743102506], [37.782186371, 55.743140379], [37.782036065, 55.74316228], [37.781768057, 55.743201067]]], type=Polygon}","{coordinates=[37.781974803, 55.743425395], type=Point}",1.0,2.0,
"город Москва, Перовская улица, дом 44Б","Перовская ул., д.44Б",ТЭЦ №22,ПАО «МОЭК»,2122186.0,04-04-0221/035,ИТП,,"{coordinates=[[[37.781731252, 55.742181273], [37.782368854, 55.742503152], [37.782528152, 55.742403987], [37.782445048, 55.742361064], [37.782418895, 55.742377293], [37.782227133, 55.742280281], [37.782408629, 55.742168489], [37.782471743, 55.742199332], [37.782639758, 55.742094757], [37.782273801, 55.74190788], [37.782349097, 55.741861899], [37.782276368, 55.741822547], [37.782197094, 55.741868535], [37.781839131, 55.741685681], [37.781658396, 55.741792528], [37.781894897, 55.741912342], [37.781879055, 55.741923157], [37.781936592, 55.741953562], [37.781959588, 55.741940936], [37.782180312, 55.742054629], [37.782161105, 55.742066217], [37.78220906, 55.742092603], [37.782229079, 55.742081], [37.782324747, 55.742127815], [37.782144036, 55.742238258], [37.781864387, 55.742096988], [37.781731252, 55.742181273]]], type=Polygon}","{coordinates=[37.78244632, 55.74209368], type=Point}",1.0,2.0,
"город Москва, Перовская улица, дом 52А","Перовская ул., д.52А",ТЭЦ №22,ПАО «МОЭК»,2600029.0,04-04-0224/048,ИТП,,"{coordinates=[[[37.786806155, 55.744857066], [37.78702638, 55.744827315], [37.787049527, 55.744779169], [37.786965746, 55.744612106], [37.787045568, 55.744512664], [37.787291689, 55.744479496], [37.787316278, 55.744441479], [37.787249692, 55.744303813], [37.787078412, 55.744329513], [37.786969965, 55.744271017], [37.786855725, 55.744288628], [37.786834492, 55.7443426], [37.786631913, 55.744374407], [37.786557491, 55.744331495], [37.786419896, 55.74435261], [37.786379001, 55.744446211], [37.786215505, 55.744470742], [37.786273489, 55.74459371], [37.786344868, 55.744617798], [37.786534265, 55.744589852], [37.786677367, 55.744658197], [37.78674762, 55.744808949], [37.786806155, 55.744857066]]], type=Polygon}","{coordinates=[37.78663403, 55.744551258], type=Point}",1.0,2.0,
